spotify_id,name,artists,daily_rank,daily_movement,weekly_movement,country,snapshot_date,popularity,is_explicit,duration_ms,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
7sd6zMrgGpEa7NkQm9TRrg,NADIE,Tito Double P,6,0,-1,MX,2/12/2025,88,TRUE,197031,NADIE,11/21/2024,0.702,0.843,7,-4.71,1,0.114,0.465,0,0.12,0.526,92.604,4
5LHPcY9yd0hWVFIW4yfOCJ,Pika Pika,"Chuyin, Fuerza Regida, Jorsshh, Calle 24",7,0,5,MX,2/12/2025,82,TRUE,147981,Pika Pika,11/29/2024,0.716,0.808,1,-6.383,1,0.0332,0.207,4.61E-06,0.14,0.788,127.023,3
3D24ErT1MMmUfXWotSj2A2,ME JALO,"Fuerza Regida, Grupo Frontera",8,1,0,MX,2/12/2025,87,TRUE,212002,MALA MÍA,12/19/2024,0.47,0.75,2,-5.887,0,0.112,0.216,0,0.169,0.62,79.814,4
5lKFO0PrOC9jmOlPEdjHsL,DOS DÍAS,"Tito Double P, Peso Pluma",9,-1,-2,MX,2/12/2025,87,TRUE,153928,INCÓMODO,8/22/2024,0.745,0.513,1,-9.116,1,0.087,0.783,0,0.216,0.929,109.935,3
4OLT65TRsOx3Iv1TlCcQVb,Presidente,"Gabito Ballesteros, Natanael Cano, Luis R Conriquez, Neton Vega",10,0,-4,MX,2/12/2025,86,TRUE,181064,Presidente,10/21/2024,0.732,0.827,11,-4.152,1,0.0585,0.123,0,0.117,0.584,105.145,1
2lTm559tuIvatlT1u0JYG2,BAILE INoLVIDABLE,Bad Bunny,11,0,-2,MX,2/12/2025,95,TRUE,367725,DeBÍ TiRAR MáS FOToS,1/5/2025,0.168,0.00332,10,-46.113,1,0.0615,0.192,0.79,0.112,0.219,119.387,3
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,12,14,38,MX,2/12/2025,90,TRUE,274192,Not Like Us,5/4/2024,0.898,0.472,1,-7.001,1,0.0776,0.0107,0,0.141,0.214,101.061,4
43558Td2trz7O0chZYohEE,Amapola,"Natanael Cano, Nueva H",13,-1,-2,MX,2/12/2025,83,FALSE,180693,Amapola,12/5/2024,0.758,0.596,9,-7.836,0,0.0264,0.0641,0,0.245,0.753,133,3
1cOboCuWYI2osTOfolMRS6,Tu Boda,"Oscar Maydon, Fuerza Regida",14,-1,-4,MX,2/12/2025,88,TRUE,225880,Tu Boda,9/26/2024,0.694,0.651,6,-6.968,1,0.0784,0.496,1.36E-05,0.0787,0.471,112.648,3
6xcDsAPb70i1ZdxIFxItFV,Mi Vida Mi Muerte,Neton Vega,15,-1,9,MX,2/12/2025,78,FALSE,175714,Mi Vida Mi Muerte,1/20/2025,0.792,0.717,2,-3.902,0,0.0513,0.13,0.00557,0.379,0.361,83.976,4
6x59lSlNU7TvsJZy7134uC,ROSONES,"Jorsshh, Fuerza Regida",16,1,-2,MX,2/12/2025,85,TRUE,178079,ROSONES,11/15/2024,0.752,0.871,6,-4.387,1,0.029,0.164,0,0.296,0.827,119.997,3
3IEvQ1CzszUJtTRLmmMJ2X,7-May,"Tito Double P, Junior H",17,-2,0,MX,2/12/2025,84,FALSE,174500,INCÓMODO,8/22/2024,0.827,0.596,10,-8.36,1,0.039,0.379,0,0.138,0.964,111.997,3
4dF08DjAjgactxNnsjRod6,Bandida,"Luis R Conriquez, Peso Pluma",18,-2,-5,MX,2/12/2025,83,TRUE,165026,Bandida,1/16/2025,0.753,0.732,5,-6.246,0,0.0429,0.413,0,0.253,0.682,118.012,3
6X6m4xmdFcz31p1h7Qg68c,EL LOKERON,Tito Double P,19,-1,-4,MX,2/12/2025,86,TRUE,145473,INCÓMODO,8/22/2024,0.724,0.689,7,-7.174,0,0.0524,0.573,6.77E-06,0.0922,0.936,120.208,3
2lAUq68F2bt7Kc218n9FPp,AY MAMÁ,"Tito Double P, Grupo Frontera",20,2,2,MX,2/12/2025,83,TRUE,163031,INCÓMODO,8/22/2024,0.666,0.764,4,-6.297,0,0.116,0.366,0,0.347,0.729,148.853,4
4Ndjd6DhKIC5IPoBIrMQuX,Ese Vato No Te Queda,"Carin Leon, Gabito Ballesteros",21,3,0,MX,2/12/2025,84,TRUE,198607,Ese Vato No Te Queda,10/24/2024,0.748,0.74,7,-3.643,0,0.0387,0.0292,0.000109,0.087,0.618,117.955,4
6J5kc12BW5HuP3d7C3vvx8,EoO,Bad Bunny,22,-2,-4,MX,2/12/2025,91,TRUE,204768,DeBÍ TiRAR MáS FOToS,1/5/2025,0.36,0.464,10,-29.598,0,0.0702,0.749,0.859,0.0825,0.184,63.662,4
6HrALJOMsfPCCbUo5cJCON,ESCAPATE,"Tito Double P, Chino Pacas",23,-2,3,MX,2/12/2025,84,TRUE,144674,INCÓMODO,8/22/2024,0.818,0.447,5,-10.247,0,0.047,0.514,8.14E-05,0.187,0.693,120.09,1
1YYfyJ2yCvGFCxwjsIqEK9,Khé?,"Rauw Alejandro, Romeo Santos",24,1,6,MX,2/12/2025,88,FALSE,206066,Cosa Nuestra,11/15/2024,0.687,0.627,7,-4.975,1,0.181,0.326,0,0.0893,0.47,155.865,4
2aYZaN5SmkRDLsrrV8GkBQ,LA PATRULLA,"Peso Pluma, Neton Vega",25,2,2,MX,2/12/2025,83,TRUE,130614,ÉXODO,6/20/2024,0.722,0.74,6,-7.22,0,0.063,0.68,3.27E-05,0.176,0.893,132.731,3
0NsGFMIo2aNbAkJu48ndaf,Morena Canela,Chino Pacas,26,-7,-7,MX,2/12/2025,83,TRUE,178336,Que Sigan Llegando Las Pacas (Extended),10/18/2024,0.658,0.614,10,-6.981,1,0.0324,0.105,2.18E-05,0.092,0.465,119.893,3
0hfXHqWhOpbR9YQmQojDMN,gervonta,Peso Pluma,27,-4,-7,MX,2/12/2025,85,TRUE,167367,gervonta,12/5/2024,0.732,0.698,2,-6.147,0,0.096,0.552,0.00317,0.225,0.723,121.056,3
5TFD2bmFKGhoCRbX61nXY5,NUEVAYoL,Bad Bunny,28,1,-5,MX,2/12/2025,94,FALSE,183685,DeBÍ TiRAR MáS FOToS,1/5/2025,0.142,0.195,6,-20.024,1,0.139,0.265,0.995,0.204,0.12,137.922,4
4ZOkfHC38nxSeSqzGE5HFr,PIÉNSALO,Junior H,29,6,2,MX,2/12/2025,82,TRUE,240669,$AD BOYZ 4 LIFE II,10/5/2023,0.716,0.536,2,-7.798,0,0.0328,0.452,0,0.208,0.359,97.541,3
59D4DOkspUbWyMmbAPQkxZ,VOY A LLeVARTE PA PR,Bad Bunny,30,0,-2,MX,2/12/2025,93,TRUE,156364,DeBÍ TiRAR MáS FOToS,1/5/2025,0.148,0.604,7,-35.032,1,0.0588,0.921,0.453,0.405,1.00E-05,106.295,3
5GTBdEjZe7zEDp1N0eCZE4,HOLLYWOOD,"Peso Pluma, Estevan Plazola",31,0,1,MX,2/12/2025,81,TRUE,284864,ÉXODO,6/20/2024,0.707,0.683,3,-7.598,0,0.191,0.7,5.88E-06,0.134,0.545,94.979,3
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",32,2,-3,MX,2/12/2025,99,FALSE,251667,Die With A Smile,8/16/2024,0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,3
0l0vcZMU7AOeQmUIREoI2U,Qué Pasaría...,"Rauw Alejandro, Bad Bunny",33,3,1,MX,2/12/2025,90,TRUE,191018,Cosa Nuestra,11/15/2024,0.833,0.563,4,-5.593,0,0.204,0.528,1.27E-05,0.139,0.343,105.008,4
7qXptgpZGo8AFPhJCBVLFE,LINDA,"Tito Double P, Neton Vega",34,-1,1,MX,2/12/2025,79,TRUE,224210,INCÓMODO,8/22/2024,0.911,0.761,6,-6.712,0,0.0507,0.135,3.48E-05,0.163,0.948,124.983,4
1pn82sWTAmrP709W07VImY,Gallos Y Caballos,"Grupo Maximo Grado, Natanael Cano",35,-3,4,MX,2/12/2025,75,TRUE,158543,Gallos Y Caballos,1/30/2025,0.779,0.921,10,-2.778,1,0.0543,0.202,0,0.29,0.929,113.407,3
6YOfGIE6iFxC7G8OlGGvzW,ROCKSTAR,Junior H,36,1,-3,MX,2/12/2025,82,TRUE,168677,$AD BOYZ 4 LIFE II,10/5/2023,0.761,0.658,11,-7.188,1,0.0429,0.292,1.55E-06,0.137,0.895,125.036,3
1C84d9abZVKWHT2YYpoean,Si No Quieres No,"Luis R Conriquez, Neton Vega",37,1,-1,MX,2/12/2025,82,FALSE,147011,Si No Quieres No,3/10/2024,0.786,0.786,4,-6.372,0,0.0512,0.445,2.12E-06,0.0947,0.611,100.123,1
4JLZyyWuvvse6xKiZqRdau,Todo a Su Tiempo,Neton Vega,38,-10,-13,MX,2/12/2025,79,FALSE,238240,Todo a Su Tiempo,9/27/2024,0.801,0.884,4,-6.039,0,0.0828,0.751,0.00219,0.0558,0.87,137.944,3
0zLA16D7GXoT8K7XFaiCv3,TU SI,"Tito Double P, Armenta",39,0,-1,MX,2/12/2025,77,TRUE,181921,INCÓMODO,8/22/2024,0.851,0.51,8,-8.904,0,0.0352,0.455,1.07E-06,0.112,0.823,114.017,3
5joTJbm9LkcqVwLPkYlhkl,COMO ESTRELLA,"Calle 24, Fuerza Regida",40,8,10,MX,2/12/2025,71,TRUE,155423,COMO ESTRELLA,2/4/2025,0.691,0.701,6,-6.386,0,0.0534,0.384,0,0.204,0.654,85.923,3
41EOhpn50qvd8iZSKw531W,LOS CUADROS,"Peso Pluma, Tito Double P",41,-1,4,MX,2/12/2025,81,TRUE,160409,LOS CUADROS,8/8/2024,0.782,0.539,11,-10.68,1,0.0716,0.319,0,0.0905,0.939,122.149,3
1cZHUhGz7xJ8c4szDipipd,Mejores Jordans,"Victor Mendivil, Oscar Maydon",42,1,-5,MX,2/12/2025,80,FALSE,234077,Mejores Jordans,7/30/2024,0.669,0.583,1,-8.949,1,0.269,0.603,2.54E-06,0.1,0.271,115.221,4
4wJ5Qq0jBN4ajy7ouZIV1c,APT.,"ROSÉ, Bruno Mars",43,1,0,MX,2/12/2025,90,FALSE,169917,rosie,12/6/2024,0.777,0.783,0,-4.477,0,0.26,0.0283,0,0.355,0.939,149.027,4
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,44,1,-2,MX,2/12/2025,91,FALSE,195824,Si Antes Te Hubiera Conocido,6/21/2024,0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,4
2CGNAOSuO1MEFCbBRgUzjd,luther (with sza),"Kendrick Lamar, SZA",45,5,5,MX,2/12/2025,89,FALSE,177598,GNX,11/21/2024,0.707,0.575,2,-7.546,1,0.125,0.251,0,0.248,0.576,138.008,4
1wsDxqEDpsvNCatbXHjOje,BLANCA ROSITA Y MARIA,Tito Double P,46,4,2,MX,2/12/2025,79,TRUE,200658,INCÓMODO,8/22/2024,0.767,0.656,11,-6.804,0,0.0561,0.3,0.00235,0.139,0.684,129.99,3
2JJdNXpiCQoAeLQvVMpIEh,Yo Vengo De La Nada,"Juan Freer, miguel cornejo",47,-5,-7,MX,2/12/2025,77,FALSE,156807,Yo Vengo De La Nada,12/20/2024,0.758,0.834,4,-6.089,0,0.0391,0.351,0,0.111,0.781,129.88,3
6v5qt5KPQHJt5ckWuhDGtM,El Mayor De Los Ranas,"Victor Valverde, JR Torres",48,-7,-7,MX,2/12/2025,67,TRUE,172059,Con Tokio,1/17/2025,0.842,0.748,10,-4.647,0,0.0706,0.278,0,0.0437,0.881,91.02,4
3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA),"Kendrick Lamar, SZA",49,1,1,MX,2/12/2025,88,TRUE,232186,Black Panther The Album Music From And Inspired By,2/9/2018,0.695,0.633,8,-4.946,1,0.0599,0.0612,0.000195,0.0926,0.557,96.782,4
24teIhDYO2RocTA2v5dY0r,Extssy Model,Junior H,50,-4,-6,MX,2/12/2025,79,FALSE,240654,Mi Vida En Un Cigarro 2,2/11/2022,0.675,0.725,4,-4.766,0,0.0334,0.0839,0,0.334,0.469,92.513,3
7L6iM8mnj0t2WW0Fjre5pG,PIRATE,Stormy,1,0,0,MA,2/12/2025,63,FALSE,179000,OMEGA,1/9/2025,0.798,0.647,1,-6.68,1,0.0423,0.438,0.00717,0.139,0.847,125.963,4
17AuJgvjtgyQ7QogOS9zMY,BOUHALI,ElGrandeToto,2,0,0,MA,2/12/2025,66,TRUE,172826,SALGOAT,11/29/2024,0.536,0.668,2,-8.816,0,0.143,0.316,4.36E-06,0.0781,0.596,174.014,3
3tPQhYGRaNjCk1QI1vee8e,STALINE,ElGrandeToto,3,0,0,MA,2/12/2025,66,TRUE,224706,SALGOAT,11/29/2024,0.658,0.405,3,-10.288,0,0.201,0.395,7.41E-06,0.109,0.254,120.98,4
0jweHzprxjQSDTcxjoX4Og,DIPLOMATICO,ElGrandeToto,4,0,2,MA,2/12/2025,63,TRUE,196706,SALGOAT,11/29/2024,0.827,0.582,4,-8.754,0,0.107,0.616,0.000553,0.146,0.444,110.009,4
3Thycu4Wd5AwGFDYYWiioT,Lalla w Mali,Figoshin,5,2,3,MA,2/12/2025,59,FALSE,176528,Lalla w Mali,8/9/2024,0.757,0.507,1,-9.146,0,0.184,0.0202,0,0.111,0.205,120.979,4
2cbgw1iPeK7dMbOnhD9e8y,Désert,"La Fouine, ElGrandeToto",6,0,1,MA,2/12/2025,61,FALSE,186502,CAPITALE DU CRIME RADIO,12/18/2024,0.716,0.574,0,-8.733,0,0.0521,0.506,2.90E-05,0.126,0.619,159.921,4
7G7mSV4BebkoHWwKTDvXu9,Winter Ahead (with PARK HYO SHIN),"V, Park Hyo Shin",7,-2,-3,MA,2/12/2025,85,FALSE,234895,Winter Ahead (with PARK HYO SHIN),11/29/2024,0.36,0.316,3,-9.954,1,0.0284,0.858,0.000212,0.23,0.229,76.844,3
5d54P8T7TXGwE2d0zyN3uu,Dawini,"Tawsen, Ayoub Anbaoui",8,0,2,MA,2/12/2025,60,FALSE,161959,Dawini,6/13/2024,0.584,0.811,3,-6.098,0,0.0294,0.116,3.58E-06,0.183,0.928,100.006,4
4knNlB73rkLODZU03Xjx7x,3DABI,Draganov,9,0,2,MA,2/12/2025,61,TRUE,202000,3DABI,7/13/2023,0.556,0.394,8,-12.518,0,0.264,0.196,0,0.525,0.466,136.955,4
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,10,10,40,MA,2/12/2025,90,TRUE,274192,Not Like Us,5/4/2024,0.898,0.472,1,-7.001,1,0.0776,0.0107,0,0.141,0.214,101.061,4
0AUEVIEFpYGpCUWFvtItPQ,L’Bayda Mon Amour,Pause,11,-1,1,MA,2/12/2025,59,FALSE,288949,112,11/14/2024,0.696,0.558,3,-10.057,0,0.208,0.408,0,0.114,0.262,149.942,3
0YZ2ANy2Hhf21koqFpph5F,BLUE LOVE,ElGrandeToto,12,0,1,MA,2/12/2025,63,TRUE,187826,27,11/24/2023,0.703,0.636,11,-8.157,0,0.0621,0.0753,0,0.105,0.319,125.919,4
1UKmPtidnG6bweLNSF60b5,KA3I,Stormy,13,-2,-4,MA,2/12/2025,57,FALSE,140750,OMEGA,1/9/2025,0.413,0.651,11,-7.1,0,0.0696,0.036,8.07E-05,0.29,0.0775,163.745,4
28azhH8rcRQvoJn4btylPF,OFF MY MIND REWORK (ALIVE SESSION),"Tchubi, Lina Guessoussi",14,0,21,MA,2/12/2025,46,FALSE,265403,DIARY OF A DEAD MAN (ALIVE SESSION),1/31/2025,0.736,0.661,3,-6.937,0,0.0926,0.238,0,0.125,0.619,96.934,4
0bBDTxFPjtuWAdqLLq55u1,Mahboul Ana,Lazaro,15,-2,1,MA,2/12/2025,63,FALSE,185000,Mahboul Ana,7/15/2024,0.523,0.709,9,-9.403,1,0.0928,0.191,8.86E-06,0.109,0.588,143.969,4
5CCjNFx5hkx3GfRdux4DDQ,GALÈRE,"Nouvo, LFERDA",16,-1,34,MA,2/12/2025,42,TRUE,197142,GALÈRE,2/6/2025,0.7,0.553,8,-11.194,0,0.261,0.352,4.76E-06,0.156,0.286,112.226,5
0SaMca4zsaUTTzNv5haull,Mizane,"Stormy, Inkonnu",17,0,-2,MA,2/12/2025,55,FALSE,177049,Mizane,2/5/2021,0.775,0.61,4,-5.782,0,0.0342,0.494,0,0.135,0.696,121.978,4
1VfoAPyym2t0DqJcr3uKU3,Midaliya,RYM,18,-2,18,MA,2/12/2025,52,FALSE,153142,Midaliya,1/23/2025,0.591,0.47,8,-6.069,0,0.0347,0.83,2.04E-06,0.108,0.47,52.469,4
2OkDSD6ZTzHGgYF4j10c0m,Obligación,"Delarue, Morad, ElGrandeToto",19,-1,-2,MA,2/12/2025,60,TRUE,270000,Obligación,6/5/2024,0.782,0.796,6,-6.036,1,0.229,0.445,5.21E-05,0.1,0.618,128.058,4
5m441qiFI5yqfzG19ZLqIJ,HACHICH/TOSEINA,ElGrandeToto,20,-1,-6,MA,2/12/2025,59,TRUE,187280,SALGOAT,11/29/2024,0.622,0.696,1,-5.807,1,0.0809,0.189,0,0.336,0.224,160.013,4
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",21,0,-1,MA,2/12/2025,99,FALSE,251667,Die With A Smile,8/16/2024,0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,3
5AsFXMwPS6zMIGY8MSFn5L,Brrr (feat. Alonzo & ElGrandeToto),"Kore, Alonzo, ElGrandeToto",22,0,2,MA,2/12/2025,60,FALSE,130451,Brrr (feat. Alonzo & ElGrandeToto),1/10/2025,0.585,0.863,11,-5.409,1,0.321,0.00505,0.000218,0.15,0.751,130.012,4
3Lny9bxBD9hDrKS61vmgdW,COLTELLINO (feat. Baby Gang),"ElGrandeToto, Baby Gang",23,0,-4,MA,2/12/2025,61,TRUE,218133,SALGOAT,11/29/2024,0.648,0.753,5,-7.027,0,0.197,0.0947,0.000128,0.374,0.449,91.936,4
7LXk7g4i8JxXXWNhDrSQq4,112,Pause,24,0,-3,MA,2/12/2025,56,FALSE,270071,112,11/14/2024,0.672,0.648,9,-12.556,0,0.558,0.565,0,0.113,0.671,114.251,4
5J2Bor0WtYLy76D229gh8j,TABOUT,KALIL,25,2,-3,MA,2/12/2025,54,FALSE,199968,TABOUT,4/9/2024,0.628,0.362,4,-13.705,0,0.106,0.566,4.76E-05,0.112,0.211,96.127,4
7B0k8YTfKzj9BGVaLYXtub,POPO,Stormy,26,-1,0,MA,2/12/2025,53,FALSE,191666,ICEBERG,2/9/2024,0.671,0.718,2,-6.335,1,0.118,0.538,0,0.196,0.792,133.975,4
2rXnsktUWQq532AnK0Bmm3,Ghali,"Duke, Kawtar",27,-1,-9,MA,2/12/2025,57,FALSE,179897,Ghali,11/9/2024,0.684,0.443,8,-9.014,0,0.0517,0.707,0.00908,0.103,0.473,95.932,4
1dBv07ZgvsNBeQs2lJon6W,Badadi,Douaa Lahyaoui,28,4,9,MA,2/12/2025,61,FALSE,165057,Badadi,7/19/2024,0.684,0.829,11,-5.976,0,0.0471,0.183,0.00138,0.118,0.42,109,4
0FIDCNYYjNvPVimz5icugS,Timeless (feat Playboi Carti),"The Weeknd, Playboi Carti",29,-1,-6,MA,2/12/2025,83,TRUE,256000,Hurry Up Tomorrow,1/31/2025,0.768,0.775,11,-5.06,0,0.0466,0.069,2.96E-06,0.138,0.6,119.999,4
1GxUG5xWcY2R9hQ3NcE5ya,MARADONA,Stormy,30,1,-1,MA,2/12/2025,55,FALSE,160000,ICEBERG,2/9/2024,0.802,0.694,5,-6.613,0,0.0473,0.398,0,0.116,0.783,121.006,4
3IeTr3DQ1SSTrBGUUAGqln,TWINS,Stormy,31,-2,-3,MA,2/12/2025,53,FALSE,179500,OMEGA,1/9/2025,0.727,0.832,9,-7.227,0,0.269,0.57,0.0188,0.134,0.296,132.937,4
6Z6Z0DliiVFzhp3vLrvT1N,Dawk Lya,Snor,32,3,1,MA,2/12/2025,55,TRUE,148800,Dawk Lya,1/21/2021,0.624,0.408,0,-10.965,0,0.0337,0.362,0.0243,0.0936,0.396,149.957,4
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,33,1,12,MA,2/12/2025,93,FALSE,261466,HIT ME HARD AND SOFT,5/17/2024,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,4
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,34,16,-29,MA,2/12/2025,89,FALSE,170887,MUSE,7/19/2024,0.66,0.756,0,-3.743,0,0.032,0.00289,0,0.193,0.838,116.034,4
0yvcSDx1WMdxnUHhqG7PEh,شوفو لامور مادار فيا,Bilel Tacchini,35,3,15,MA,2/12/2025,57,FALSE,186036,شوفو لامور مادار فيا,12/9/2023,0.715,0.915,5,-3.91,0,0.0382,0.706,0,0.237,0.902,105.028,4
6C30qhTvYwramIzP9vQgtD,FOREVER,Stormy,36,0,-11,MA,2/12/2025,54,FALSE,151500,OMEGA,1/9/2025,0.588,0.443,7,-9.589,0,0.0601,0.777,6.48E-05,0.117,0.102,155.184,4
1kwCxlRJwYQvCS9VT9Gs53,Moon,Bo9al,37,-7,-6,MA,2/12/2025,53,FALSE,180618,Dracula,12/26/2024,0.76,0.509,10,-11.767,0,0.0909,0.603,1.45E-05,0.101,0.478,96.941,4
1sRxcnih7w5PfbJAujdbJo,Paprika,Furelise,38,-5,-11,MA,2/12/2025,49,TRUE,169200,Molno Jorjo,1/24/2025,0.599,0.601,0,-7.48,1,0.158,0.111,0,0.122,0.313,148.069,3
2HfjQWIHWBmEp2LocJsp11,HWASI,Lbenj,39,4,11,MA,2/12/2025,56,FALSE,223278,HWASI,4/9/2024,0.745,0.61,5,-8.972,0,0.122,0.0867,0,0.0482,0.798,91.475,3
2QNi63loCz71LN8MnK38db,3oud Ned,Figoshin,40,-3,-10,MA,2/12/2025,52,TRUE,210744,3oud Ned,5/2/2019,0.681,0.479,7,-11.396,1,0.399,0.196,0,0.0816,0.681,90.185,4
0gwG2qqU3xhROaJVnnWpTE,DINERO,ElGrandeToto,41,1,-1,MA,2/12/2025,56,TRUE,212973,SALGOAT,11/29/2024,0.661,0.456,7,-12.05,0,0.227,0.542,3.35E-06,0.0899,0.345,99.941,4
4FK1eYp1arE2jiuAgluOtt,MOON,Stormy,42,8,-8,MA,2/12/2025,50,FALSE,209000,ICEBERG,2/9/2024,0.667,0.652,11,-6.543,0,0.0358,0.576,1.03E-06,0.12,0.42,139.012,4
0e7rIlMjTs8DsDxrWb5cGo,7ali Ya 7ali,Inkonnu,43,-4,7,MA,2/12/2025,51,TRUE,165714,Arabi,1/20/2021,0.792,0.575,11,-10.858,0,0.24,0.458,1.10E-06,0.104,0.457,126.058,4
7Gicb6BCfIgnAU8h4f5UUH,FERNANDEL (with Oli),"ElGrandeToto, Oli",44,-3,-3,MA,2/12/2025,56,TRUE,155440,SALGOAT,11/29/2024,0.555,0.548,5,-8.16,0,0.383,0.476,0,0.356,0.351,142.87,3
2HQOumI8CH5kHB3V2ZHwnU,Lmouje,7-Toun,45,4,5,MA,2/12/2025,54,FALSE,202191,Lmouje,5/17/2024,0.522,0.865,3,-7.245,0,0.153,0.518,0.000272,0.169,0.685,109.494,3
2rh4EGUcaSSSir82rbfoua,We9tna,L'morphine,46,-6,-2,MA,2/12/2025,52,FALSE,200909,YAKINE,6/27/2024,0.623,0.453,11,-12.226,0,0.291,0.0551,0.000406,0.376,0.243,133.01,4
0aB0v4027ukVziUGwVGYpG,tv off (feat. lefty gunplay),"Kendrick Lamar, Lefty Gunplay",47,3,3,MA,2/12/2025,91,TRUE,220690,GNX,11/22/2024,0.855,0.529,6,-6.679,0,0.263,0.0837,0,0.423,0.548,100.036,4
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,48,-4,2,MA,2/12/2025,96,FALSE,210373,HIT ME HARD AND SOFT,5/17/2024,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
5Q9jPMLj8BVPQwhqjyHsnx,Khatra Trouh Khatra Tji,"Cheba Warda, Yousri Oscar",49,-2,1,MA,2/12/2025,52,FALSE,334769,Khatra Trouh Khatra Tji,12/12/2024,0.585,0.835,2,-1.722,0,0.0759,0.551,0,0.117,0.701,187.899,4
0yfGPJsmXJRojgzN4Nu0PZ,Lmanetta Khassra,Figoshin,50,0,0,MA,2/12/2025,51,FALSE,214588,Lmanetta Khassra,11/22/2024,0.449,0.733,4,-7.163,0,0.214,0.0356,8.66E-06,0.159,0.231,84.666,4
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,1,0,0,LV,2/12/2025,89,FALSE,170887,MUSE,7/19/2024,0.66,0.756,0,-3.743,0,0.032,0.00289,0,0.193,0.838,116.034,4
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,2,2,11,LV,2/12/2025,90,TRUE,274192,Not Like Us,5/4/2024,0.898,0.472,1,-7.001,1,0.0776,0.0107,0,0.141,0.214,101.061,4
6mFtRPwwIHSFfmrRChicDx,The Water,"Bel Tempo, LEGZDINA",3,-1,20,LV,2/12/2025,41,TRUE,180000,The Water,1/17/2025,0.812,0.685,3,-5.439,1,0.0377,0.14,0.000503,0.0796,0.148,115.922,4
5ZLUm9eab8y3tqQ1OhQSHI,Abracadabra,Lady Gaga,4,-1,0,LV,2/12/2025,89,FALSE,223398,Abracadabra,2/3/2025,0.68,0.909,10,-3.487,0,0.0624,0.0121,0,0.222,0.633,126.004,4
0FIDCNYYjNvPVimz5icugS,Timeless (feat Playboi Carti),"The Weeknd, Playboi Carti",5,2,-2,LV,2/12/2025,83,TRUE,256000,Hurry Up Tomorrow,1/31/2025,0.768,0.775,11,-5.06,0,0.0466,0.069,2.96E-06,0.138,0.6,119.999,4
2FAZskT9yRjp2Oow9szJD8,The Days - NOTION Remix,"Chrystal, NOTION",6,-1,-4,LV,2/12/2025,87,FALSE,233229,The Days (NOTION Remix),11/8/2024,0.62,0.843,6,-5.321,0,0.0844,0.0062,4.63E-06,0.55,0.237,137.812,4
3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA),"Kendrick Lamar, SZA",7,7,43,LV,2/12/2025,88,TRUE,232186,Black Panther The Album Music From And Inspired By,2/9/2018,0.695,0.633,8,-4.946,1,0.0599,0.0612,0.000195,0.0926,0.557,96.782,4
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,8,-2,-1,LV,2/12/2025,96,FALSE,210373,HIT ME HARD AND SOFT,5/17/2024,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
0aB0v4027ukVziUGwVGYpG,tv off (feat. lefty gunplay),"Kendrick Lamar, Lefty Gunplay",9,1,13,LV,2/12/2025,91,TRUE,220690,GNX,11/22/2024,0.855,0.529,6,-6.679,0,0.263,0.0837,0,0.423,0.548,100.036,4
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",10,-2,-5,LV,2/12/2025,99,FALSE,251667,Die With A Smile,8/16/2024,0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,3
2CGNAOSuO1MEFCbBRgUzjd,luther (with sza),"Kendrick Lamar, SZA",11,2,25,LV,2/12/2025,89,FALSE,177598,GNX,11/21/2024,0.707,0.575,2,-7.546,1,0.125,0.251,0,0.248,0.576,138.008,4
2262bWmqomIaJXwCRHr13j,Sailor Song,Gigi Perez,12,-3,-4,LV,2/12/2025,93,FALSE,211978,Sailor Song,7/26/2024,0.494,0.413,11,-10.432,1,0.0254,0.682,6.72E-05,0.193,0.273,94.938,4
